generation,algorithm,value,metric
240,MOEA/D,0.310496540082533,IGD
250,MOEA/D,0.30175420690653915,IGD
260,MOEA/D,0.2933370986669158,IGD
270,MOEA/D,0.28523294420869266,IGD
280,MOEA/D,0.27742993538335253,IGD
290,MOEA/D,0.26991670957900293,IGD
300,MOEA/D,0.2626823329097062,IGD
310,MOEA/D,0.2557162840390981,IGD
320,MOEA/D,0.24900843861436184,IGD
330,MOEA/D,0.24254905428752913,IGD
340,MOEA/D,0.2363287563019451,IGD
350,MOEA/D,0.23033852362257648,IGD
360,MOEA/D,0.2245696755896391,IGD
370,MOEA/D,0.21901385907580312,IGD
380,MOEA/D,0.21366303612797158,IGD
390,MOEA/D,0.20850947207535186,IGD
400,MOEA/D,0.20354572408622432,IGD
410,MOEA/D,0.19876463015647897,IGD
420,MOEA/D,0.19415929851362845,IGD
430,MOEA/D,0.1897230974206219,IGD
440,MOEA/D,0.18544964536437314,IGD
450,MOEA/D,0.1813328016144892,IGD
460,MOEA/D,0.17736665713822955,IGD
470,MOEA/D,0.17354552585825578,IGD
480,MOEA/D,0.16986393624023777,IGD
490,MOEA/D,0.16631662319787005,IGD
500,MOEA/D,0.16289852030332244,IGD
510,MOEA/D,0.15960475229160032,IGD
520,MOEA/D,0.1564306278477252,IGD
530,MOEA/D,0.1533716326660641,IGD
540,MOEA/D,0.15042342277153922,IGD
550,MOEA/D,0.14758181809283732,IGD
560,MOEA/D,0.1448427962781098,IGD
570,MOEA/D,0.14220248674401456,IGD
580,MOEA/D,0.13965716494929528,IGD
590,MOEA/D,0.1372032468844256,IGD
600,MOEA/D,0.13483728376916618,IGD
610,MOEA/D,0.1325559569501902,IGD
620,MOEA/D,0.13035607299122734,IGD
630,MOEA/D,0.12823455894846333,IGD
640,MOEA/D,0.12618845782420482,IGD
650,MOEA/D,0.12421492419208294,IGD
660,MOEA/D,0.12231121998732392,IGD
670,MOEA/D,0.12047471045585807,IGD
680,MOEA/D,0.11870286025627418,IGD
690,MOEA/D,0.11699322970885184,IGD
700,MOEA/D,0.11534347118612319,IGD
710,MOEA/D,0.11375132563962283,IGD
720,MOEA/D,0.11221461925768829,IGD
730,MOEA/D,0.11073126024936593,IGD
740,MOEA/D,0.10929923574966395,IGD
750,MOEA/D,0.10791660884157463,IGD
760,MOEA/D,0.10658151569045904,IGD
770,MOEA/D,0.10529216278655543,IGD
780,MOEA/D,0.10404682429153111,IGD
790,MOEA/D,0.10284383948515258,IGD
800,MOEA/D,0.10168161030829573,IGD
810,MOEA/D,0.10055859899866179,IGD
820,MOEA/D,0.09947332581570054,IGD
830,MOEA/D,0.09842436685137503,IGD
840,MOEA/D,0.0974103519235293,IGD
850,MOEA/D,0.0964299625487416,IGD
860,MOEA/D,0.0954819299916648,IGD
870,MOEA/D,0.09456503338796757,IGD
880,MOEA/D,0.09367809793809938,IGD
890,MOEA/D,0.09281999316920708,IGD
900,MOEA/D,0.09198963126263167,IGD
910,MOEA/D,0.0911859654445107,IGD
920,MOEA/D,0.09040798843710532,IGD
930,MOEA/D,0.08965473096856072,IGD
940,MOEA/D,0.08892526033889536,IGD
950,MOEA/D,0.0882186790400971,IGD
960,MOEA/D,0.08753412342828493,IGD
970,MOEA/D,0.08687076244597186,IGD
980,MOEA/D,0.08622779639253829,IGD
990,MOEA/D,0.0856044557410971,IGD
1000,MOEA/D,0.085,IGD
0,NSGA-II,0.73,IGD
10,NSGA-II,0.7126114220483845,IGD
20,NSGA-II,0.6957028431887581,IGD
30,NSGA-II,0.6792607432267127,IGD
40,NSGA-II,0.6632719827928457,IGD
50,NSGA-II,0.6477237926160144,IGD
60,NSGA-II,0.6326037630987322,IGD
70,NSGA-II,0.6178998341861954,IGD
80,NSGA-II,0.6036002855206715,IGD
90,NSGA-II,0.5896937268732085,IGD
100,NSGA-II,0.5761690888448571,IGD
110,NSGA-II,0.5630156138298111,IGD
120,NSGA-II,0.5502228472330918,IGD
130,NSGA-II,0.5377806289356034,IGD
140,NSGA-II,0.5256790849995947,IGD
150,NSGA-II,0.5139086196077524,IGD
160,NSGA-II,0.5024599072293494,IGD
170,NSGA-II,0.49132388500704754,IGD
180,NSGA-II,0.48049174535814393,IGD
190,NSGA-II,0.4699549287842185,IGD
200,NSGA-II,0.4597051168833126,IGD
210,NSGA-II,0.4497342255589353,IGD
220,NSGA-II,0.44003439842035136,IGD
230,NSGA-II,0.4305980003687656,IGD
240,NSGA-II,0.4214176113641647,IGD
250,NSGA-II,0.41248602036772947,IGD
260,NSGA-II,0.40379621945487243,IGD
270,NSGA-II,0.39534139809409347,IGD
280,NSGA-II,0.3871149375869847,IGD
290,NSGA-II,0.37911040566484305,IGD
300,NSGA-II,0.3713215512374822,IGD
310,NSGA-II,0.3637422992899539,IGD
320,NSGA-II,0.35636674592301537,IGD
330,NSGA-II,0.34918915353329155,IGD
340,NSGA-II,0.34220394612919863,IGD
350,NSGA-II,0.33540570477880466,IGD
360,NSGA-II,0.32878916318591034,IGD
370,NSGA-II,0.3223492033907398,IGD
380,NSGA-II,0.3160808515917296,IGD
390,NSGA-II,0.3099792740850066,IGD
400,NSGA-II,0.3040397733182387,IGD
410,NSGA-II,0.29825778405563724,IGD
420,NSGA-II,0.2926288696509807,IGD
430,NSGA-II,0.28714871842561596,IGD
440,NSGA-II,0.28181314014848147,IGD
450,NSGA-II,0.2766180626152776,IGD
460,NSGA-II,0.2715595283239921,IGD
470,NSGA-II,0.26663369124406633,IGD
480,NSGA-II,0.2618368136765653,IGD
490,NSGA-II,0.2571652632027868,IGD
500,NSGA-II,0.25261550971882013,IGD
510,NSGA-II,0.2481841225536327,IGD
520,NSGA-II,0.24386776766833157,IGD
530,NSGA-II,0.239663204934314,IGD
540,NSGA-II,0.2355672854880844,IGD
550,NSGA-II,0.23157694916057886,IGD
560,NSGA-II,0.22768922197889774,IGD
570,NSGA-II,0.22390121373840802,IGD
580,NSGA-II,0.22021011564323142,IGD
590,NSGA-II,0.21661319801319448,IGD
600,NSGA-II,0.2131078080553661,IGD
610,NSGA-II,0.2096913676983652,IGD
620,NSGA-II,0.20636137148766956,IGD
630,NSGA-II,0.20311538454020747,IGD
640,NSGA-II,0.19995104055656315,IGD
650,NSGA-II,0.19686603988917195,IGD
660,NSGA-II,0.19385814766492976,IGD
670,NSGA-II,0.19092519196068233,IGD
680,NSGA-II,0.18806506203010645,IGD
690,NSGA-II,0.18527570658053422,IGD
700,NSGA-II,0.18255513209831473,IGD
710,NSGA-II,0.17990140122134526,IGD
720,NSGA-II,0.17731263115744342,IGD
730,NSGA-II,0.1747869921472696,IGD
740,NSGA-II,0.17232270597054422,IGD
750,NSGA-II,0.16991804449434034,IGD
760,NSGA-II,0.16757132826226734,IGD
770,NSGA-II,0.16528092512339246,IGD
780,NSGA-II,0.16304524889978234,IGD
790,NSGA-II,0.16086275809157574,IGD
800,NSGA-II,0.15873195461853043,IGD
810,NSGA-II,0.1566513825970178,IGD
820,NSGA-II,0.1546196271514652,IGD
830,NSGA-II,0.15263531325927718,IGD
840,NSGA-II,0.15069710462829142,IGD
850,NSGA-II,0.14880370260585404,IGD
860,NSGA-II,0.14695384511862264,IGD
870,NSGA-II,0.14514630564223252,IGD
880,NSGA-II,0.14337989219998395,IGD
890,NSGA-II,0.14165344638973382,IGD
900,NSGA-II,0.13996584243819704,IGD
910,NSGA-II,0.13831598628188527,IGD
920,NSGA-II,0.13670281467393314,IGD
930,NSGA-II,0.1351252943160827,IGD
940,NSGA-II,0.13358242101511708,IGD
950,NSGA-II,0.13207321886305523,IGD
960,NSGA-II,0.13059673944043826,IGD
970,NSGA-II,0.12915206104205662,IGD
980,NSGA-II,0.12773828792448655,IGD
990,NSGA-II,0.12635454957482128,IGD
1000,NSGA-II,0.125,IGD
