run,algorithm,metric,value,data_status,generation_method
1,IA-NSGA-III,HV,0.9528617193983016,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
30,MOEA/D,IGD,0.0723026852927637,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
1,NSGA-II,HV,0.6454251361811078,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
1,NSGA-II,IGD,0.1067903707918046,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
2,NSGA-II,HV,0.712155862636508,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
2,NSGA-II,IGD,0.0879695252859336,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
3,NSGA-II,HV,0.6785929794610015,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
3,NSGA-II,IGD,0.147026174619145,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
4,NSGA-II,HV,0.6572528308461584,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
4,NSGA-II,IGD,0.1520049076617829,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
5,NSGA-II,HV,0.6931968153773637,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
5,NSGA-II,IGD,0.127327896865324,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
6,NSGA-II,HV,0.5929845642116734,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
6,NSGA-II,IGD,0.1498900156032291,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
7,NSGA-II,HV,0.6950323810480749,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
7,NSGA-II,IGD,0.1261578022810955,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
8,NSGA-II,HV,0.6037454802211926,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
8,NSGA-II,IGD,0.0893104904154205,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
9,NSGA-II,HV,0.7106380530352343,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
9,NSGA-II,IGD,0.1516140997083466,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
10,NSGA-II,HV,0.6390957978475631,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
10,NSGA-II,IGD,0.1636094019516177,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
11,NSGA-II,HV,0.6843801668206154,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
11,NSGA-II,IGD,0.1078131863427228,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
12,NSGA-II,HV,0.617273410720071,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
12,NSGA-II,IGD,0.1330929087950617,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
13,NSGA-II,HV,0.6707067896650553,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
13,NSGA-II,IGD,0.1281456699569846,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
14,NSGA-II,HV,0.7011688933440995,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
14,NSGA-II,IGD,0.1170808352367012,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
15,NSGA-II,HV,0.6843529674605632,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
15,NSGA-II,IGD,0.082627563028852,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
16,NSGA-II,HV,0.6875202858931971,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
16,NSGA-II,IGD,0.1156243533781586,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
17,NSGA-II,HV,0.6634776193616614,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
17,NSGA-II,IGD,0.1367637480020855,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
18,NSGA-II,HV,0.691269854656034,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
18,NSGA-II,IGD,0.0953404496007548,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
19,NSGA-II,HV,0.6578121761715668,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
19,NSGA-II,IGD,0.1360909849365427,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
20,NSGA-II,HV,0.6728482144582791,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
20,NSGA-II,IGD,0.1104894534809289,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
21,NSGA-II,HV,0.6568031856488236,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
21,NSGA-II,IGD,0.137262559204338,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
22,NSGA-II,HV,0.6386183266556502,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
22,NSGA-II,IGD,0.1390141371078185,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
23,NSGA-II,HV,0.6529704245725213,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
23,NSGA-II,IGD,0.134444524980092,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
24,NSGA-II,HV,0.6724627407900416,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
24,NSGA-II,IGD,0.1198074437239482,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
25,NSGA-II,HV,0.6162201793912601,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
25,NSGA-II,IGD,0.1467595212147472,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
26,NSGA-II,HV,0.692031493962881,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
26,NSGA-II,IGD,0.1206966290872133,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
27,NSGA-II,HV,0.6754041739232307,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
27,NSGA-II,IGD,0.1613911232191566,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
28,NSGA-II,HV,0.6322923323019363,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
28,NSGA-II,IGD,0.1416802253889884,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
29,NSGA-II,HV,0.6821778799603301,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
29,NSGA-II,IGD,0.1244071963466169,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
30,NSGA-II,HV,0.7156361757505902,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
30,NSGA-II,IGD,0.1514196751286178,calibrated reconstruction from manuscript anchors; not original run logs,deterministic normal draws from disclosed mean/dispersion anchors; seed 1809036
