generation,indicator,variant,value
410,Economic efficiency,IA-NSGA-III,0.8914097643017787
420,Economic efficiency,IA-NSGA-III,0.8980386912616781
430,Economic efficiency,IA-NSGA-III,0.9039601736913946
440,Economic efficiency,IA-NSGA-III,0.9092404701844247
450,Economic efficiency,IA-NSGA-III,0.9139416729780486
460,Economic efficiency,IA-NSGA-III,0.9181214844164216
470,Economic efficiency,IA-NSGA-III,0.9218331449993785
480,Economic efficiency,IA-NSGA-III,0.9251254775508801
490,Economic efficiency,IA-NSGA-III,0.9280430172738032
500,Economic efficiency,IA-NSGA-III,0.9306262025715516
510,Economic efficiency,IA-NSGA-III,0.9329116062506311
520,Economic efficiency,IA-NSGA-III,0.9349321909307317
530,Economic efficiency,IA-NSGA-III,0.9367175761240742
540,Economic efficiency,IA-NSGA-III,0.9382943075047324
550,Economic efficiency,IA-NSGA-III,0.9396861214072932
560,Economic efficiency,IA-NSGA-III,0.9409141996277433
570,Economic efficiency,IA-NSGA-III,0.9419974112111711
580,Economic efficiency,IA-NSGA-III,0.942952539164971
590,Economic efficiency,IA-NSGA-III,0.9437944909934542
600,Economic efficiency,IA-NSGA-III,0.9445364926649544
610,Economic efficiency,IA-NSGA-III,0.9451902661435094
620,Economic efficiency,IA-NSGA-III,0.9457661909847921
630,Economic efficiency,IA-NSGA-III,0.946273450744116
640,Economic efficiency,IA-NSGA-III,0.9467201651009428
650,Economic efficiency,IA-NSGA-III,0.9471135086918813
660,Economic efficiency,IA-NSGA-III,0.9474598176806188
670,Economic efficiency,IA-NSGA-III,0.9477646850927381
680,Economic efficiency,IA-NSGA-III,0.9480330459168801
690,Economic efficiency,IA-NSGA-III,0.9482692529297045
700,Economic efficiency,IA-NSGA-III,0.9484771441469567
710,Economic efficiency,IA-NSGA-III,0.9486601027414399
720,Economic efficiency,IA-NSGA-III,0.9488211102043705
730,Economic efficiency,IA-NSGA-III,0.9489627934619389
740,Economic efficiency,IA-NSGA-III,0.9490874665957197
750,Economic efficiency,IA-NSGA-III,0.9491971677550453
760,Economic efficiency,IA-NSGA-III,0.9492936917923301
770,Economic efficiency,IA-NSGA-III,0.9493786190990712
780,Economic efficiency,IA-NSGA-III,0.949453341071018
790,Economic efficiency,IA-NSGA-III,0.9495190825858765
800,Economic efficiency,IA-NSGA-III,0.9495769218357634
810,Economic efficiency,IA-NSGA-III,0.9496278078193289
820,Economic efficiency,IA-NSGA-III,0.9496725757647764
830,Economic efficiency,IA-NSGA-III,0.9497119607247124
840,Economic efficiency,IA-NSGA-III,0.9497466095565695
850,Economic efficiency,IA-NSGA-III,0.9497770914780386
860,Economic efficiency,IA-NSGA-III,0.9498039073652297
870,Economic efficiency,IA-NSGA-III,0.9498274979419538
880,Economic efficiency,IA-NSGA-III,0.9498482509913062
890,Economic efficiency,IA-NSGA-III,0.9498665077054581
900,Economic efficiency,IA-NSGA-III,0.9498825682760099
910,Economic efficiency,IA-NSGA-III,0.9498966968152428
920,Economic efficiency,IA-NSGA-III,0.9499091256879736
930,Economic efficiency,IA-NSGA-III,0.9499200593243107
940,Economic efficiency,IA-NSGA-III,0.9499296775752868
950,Economic efficiency,IA-NSGA-III,0.9499381386660005
960,Economic efficiency,IA-NSGA-III,0.949945581794406
970,Economic efficiency,IA-NSGA-III,0.9499521294181672
980,Economic efficiency,IA-NSGA-III,0.9499578892669324
990,Economic efficiency,IA-NSGA-III,0.949962956112942
1000,Economic efficiency,IA-NSGA-III,0.9499674133289366
0,Economic efficiency,I-NSGA-III,0.13095121913087235
10,Economic efficiency,I-NSGA-III,0.13822001570365525
20,Economic efficiency,I-NSGA-III,0.14643621030555243
30,Economic efficiency,I-NSGA-III,0.15569668357688438
40,Economic efficiency,I-NSGA-III,0.16610047971661718
50,Economic efficiency,I-NSGA-III,0.1777463960581364
60,Economic efficiency,I-NSGA-III,0.19072986679669796
70,Economic efficiency,I-NSGA-III,0.20513910517095746
80,Economic efficiency,I-NSGA-III,0.2210505230073243
90,Economic efficiency,I-NSGA-III,0.23852352323789316
100,Economic efficiency,I-NSGA-III,0.25759485852990427
110,Economic efficiency,I-NSGA-III,0.27827286137407625
120,Economic efficiency,I-NSGA-III,0.300531965523396
130,Economic efficiency,I-NSGA-III,0.32430803669927777
140,Economic efficiency,I-NSGA-III,0.34949508814416147
150,Economic efficiency,I-NSGA-III,0.375943948966462
160,Economic efficiency,I-NSGA-III,0.40346336047911974
170,Economic efficiency,I-NSGA-III,0.4318237905555577
180,Economic efficiency,I-NSGA-III,0.4607639899161433
190,Economic efficiency,I-NSGA-III,0.49000000000000005
200,Economic efficiency,I-NSGA-III,0.5192360100838568
210,Economic efficiency,I-NSGA-III,0.5481762094444423
220,Economic efficiency,I-NSGA-III,0.5765366395208803
230,Economic efficiency,I-NSGA-III,0.604056051033538
240,Economic efficiency,I-NSGA-III,0.6305049118558386
250,Economic efficiency,I-NSGA-III,0.6556919633007222
260,Economic efficiency,I-NSGA-III,0.679468034476604
270,Economic efficiency,I-NSGA-III,0.7017271386259237
280,Economic efficiency,I-NSGA-III,0.7224051414700958
290,Economic efficiency,I-NSGA-III,0.7414764767621068
300,Economic efficiency,I-NSGA-III,0.7589494769926757
310,Economic efficiency,I-NSGA-III,0.7748608948290425
320,Economic efficiency,I-NSGA-III,0.789270133203302
330,Economic efficiency,I-NSGA-III,0.8022536039418635
340,Economic efficiency,I-NSGA-III,0.8138995202833829
350,Economic efficiency,I-NSGA-III,0.8243033164231156
360,Economic efficiency,I-NSGA-III,0.8335637896944476
370,Economic efficiency,I-NSGA-III,0.8417799842963447
380,Economic efficiency,I-NSGA-III,0.8490487808691277
390,Economic efficiency,I-NSGA-III,0.8554631217712347
400,Economic efficiency,I-NSGA-III,0.8611107839943953
410,Economic efficiency,I-NSGA-III,0.8660736061307382
420,Economic efficiency,I-NSGA-III,0.8704270787586836
430,Economic efficiency,I-NSGA-III,0.8742402157541125
440,Economic efficiency,I-NSGA-III,0.8775756348271301
450,Economic efficiency,I-NSGA-III,0.8804897872335051
460,Economic efficiency,I-NSGA-III,0.8830332879385279
470,Economic efficiency,I-NSGA-III,0.885251307831085
480,Economic efficiency,I-NSGA-III,0.8871839985611262
490,Economic efficiency,I-NSGA-III,0.8888669281061296
500,Economic efficiency,I-NSGA-III,0.8903315113113552
510,Economic efficiency,I-NSGA-III,0.8916054245268045
520,Economic efficiency,I-NSGA-III,0.8927129972503479
530,Economic efficiency,I-NSGA-III,0.8936755765594121
540,Economic efficiency,I-NSGA-III,0.8945118622420866
550,Economic efficiency,I-NSGA-III,0.8952382120739689
560,Economic efficiency,I-NSGA-III,0.8958689177595199
570,Economic efficiency,I-NSGA-III,0.8964164527743756
580,Economic efficiency,I-NSGA-III,0.8968916937959299
590,Economic efficiency,I-NSGA-III,0.8973041176635341
600,Economic efficiency,I-NSGA-III,0.8976619759216643
610,Economic efficiency,I-NSGA-III,0.8979724490115596
620,Economic efficiency,I-NSGA-III,0.8982417821211223
630,Economic efficiency,I-NSGA-III,0.8984754046031894
640,Economic efficiency,I-NSGA-III,0.8986780347462086
650,Economic efficiency,I-NSGA-III,0.8988537715415391
660,Economic efficiency,I-NSGA-III,0.8990061749470093
670,Economic efficiency,I-NSGA-III,0.8991383360031318
680,Economic efficiency,I-NSGA-III,0.8992529380205915
690,Economic efficiency,I-NSGA-III,0.8993523099277762
700,Economic efficiency,I-NSGA-III,0.8994384727466896
710,Economic efficiency,I-NSGA-III,0.8995131800552024
720,Economic efficiency,I-NSGA-III,0.8995779531933636
730,Economic efficiency,I-NSGA-III,0.899634111881192
740,Economic efficiency,I-NSGA-III,0.8996828008344732
750,Economic efficiency,I-NSGA-III,0.8997250128930177
760,Economic efficiency,I-NSGA-III,0.8997616091118722
770,Economic efficiency,I-NSGA-III,0.8997933362094154
780,Economic efficiency,I-NSGA-III,0.89982084171639
790,Economic efficiency,I-NSGA-III,0.8998446871260635
800,Economic efficiency,I-NSGA-III,0.8998653593071914
810,Economic efficiency,I-NSGA-III,0.8998832804077272
820,Economic efficiency,I-NSGA-III,0.8998988164476912
830,Economic efficiency,I-NSGA-III,0.8999122847738272
840,Economic efficiency,I-NSGA-III,0.899923960526154
850,Economic efficiency,I-NSGA-III,0.8999340822468889
860,Economic efficiency,I-NSGA-III,0.8999428567451166
870,Economic efficiency,I-NSGA-III,0.8999504633156766
880,Economic efficiency,I-NSGA-III,0.8999570573977894
890,Economic efficiency,I-NSGA-III,0.899962773747664
900,Economic efficiency,I-NSGA-III,0.8999677291895322
910,Economic efficiency,I-NSGA-III,0.8999720250010381
920,Economic efficiency,I-NSGA-III,0.8999757489815167
930,Economic efficiency,I-NSGA-III,0.8999789772452635
940,Economic efficiency,I-NSGA-III,0.8999817757763293
950,Economic efficiency,I-NSGA-III,0.8999842017765193
960,Economic efficiency,I-NSGA-III,0.8999863048340847
970,Economic efficiency,I-NSGA-III,0.899988127936939
980,Economic efficiency,I-NSGA-III,0.8999897083510724
990,Economic efficiency,I-NSGA-III,0.8999910783820866
1000,Economic efficiency,I-NSGA-III,0.8999922660353992
0,Economic efficiency,A-NSGA-III,0.12440581192410793
10,Economic efficiency,A-NSGA-III,0.12926725460258634
20,Economic efficiency,A-NSGA-III,0.13461788961529536
30,Economic efficiency,A-NSGA-III,0.14049721362774467
40,Economic efficiency,A-NSGA-III,0.14694574005605587
50,Economic efficiency,A-NSGA-III,0.1540044979404213
60,Economic efficiency,A-NSGA-III,0.16171440257904468
70,Economic efficiency,A-NSGA-III,0.17011548769399795
80,Economic efficiency,A-NSGA-III,0.17924599301475375
90,Economic efficiency,A-NSGA-III,0.18914130712828658
100,Economic efficiency,A-NSGA-III,0.1998327734390663
110,Economic efficiency,A-NSGA-III,0.21134637714057658
120,Economic efficiency,A-NSGA-III,0.22370134303068745
130,Economic efficiency,A-NSGA-III,0.23690868731685089
140,Economic efficiency,A-NSGA-III,0.2509697804076098
150,Economic efficiency,A-NSGA-III,0.2658749908480375
160,Economic efficiency,A-NSGA-III,0.2816024914558754
170,Economic efficiency,A-NSGA-III,0.2981173155449068
180,Economic efficiency,A-NSGA-III,0.31537075203999293
190,Economic efficiency,A-NSGA-III,0.33330016169810384
200,Economic efficiency,A-NSGA-III,0.35182928153466475
210,Economic efficiency,A-NSGA-III,0.370869060804908
220,Economic efficiency,A-NSGA-III,0.39031904055090283
230,Economic efficiency,A-NSGA-III,0.41006925208390416
240,Economic efficiency,A-NSGA-III,0.43000257122287655
250,Economic efficiency,A-NSGA-III,0.44999742877712356
260,Economic efficiency,A-NSGA-III,0.46993074791609596
270,Economic efficiency,A-NSGA-III,0.48968095944909723
280,Economic efficiency,A-NSGA-III,0.5091309391950921
290,Economic efficiency,A-NSGA-III,0.5281707184653354
300,Economic efficiency,A-NSGA-III,0.5466998383018963
310,Economic efficiency,A-NSGA-III,0.5646292479600071
320,Economic efficiency,A-NSGA-III,0.5818826844550933
330,Economic efficiency,A-NSGA-III,0.5983975085441247
340,Economic efficiency,A-NSGA-III,0.6141250091519626
350,Economic efficiency,A-NSGA-III,0.6290302195923902
360,Economic efficiency,A-NSGA-III,0.6430913126831491
370,Economic efficiency,A-NSGA-III,0.6562986569693127
380,Economic efficiency,A-NSGA-III,0.6686536228594234
390,Economic efficiency,A-NSGA-III,0.6801672265609338
400,Economic efficiency,A-NSGA-III,0.6908586928717134
410,Economic efficiency,A-NSGA-III,0.7007540069852464
420,Economic efficiency,A-NSGA-III,0.709884512306002
430,Economic efficiency,A-NSGA-III,0.7182855974209553
440,Economic efficiency,A-NSGA-III,0.7259955020595789
450,Economic efficiency,A-NSGA-III,0.7330542599439441
460,Economic efficiency,A-NSGA-III,0.7395027863722553
470,Economic efficiency,A-NSGA-III,0.7453821103847047
480,Economic efficiency,A-NSGA-III,0.7507327453974137
490,Economic efficiency,A-NSGA-III,0.7555941880758921
500,Economic efficiency,A-NSGA-III,0.7600045326865195
510,Economic efficiency,A-NSGA-III,0.7640001869120481
520,Economic efficiency,A-NSGA-III,0.7676156748471361
530,Economic efficiency,A-NSGA-III,0.7708835133310377
540,Economic efficiency,A-NSGA-III,0.7738341486943168
550,Economic efficiency,A-NSGA-III,0.7764959422058539
560,Economic efficiency,A-NSGA-III,0.7788951938590234
570,Economic efficiency,A-NSGA-III,0.7810561955236667
580,Economic efficiency,A-NSGA-III,0.7830013058379519
590,Economic efficiency,A-NSGA-III,0.7847510404723513
600,Economic efficiency,A-NSGA-III,0.7863241725382324
610,Economic efficiency,A-NSGA-III,0.7877378389226365
620,Economic efficiency,A-NSGA-III,0.7890076492061304
630,Economic efficiency,A-NSGA-III,0.7901477945669237
640,Economic efficiency,A-NSGA-III,0.7911711547009401
650,Economic efficiency,A-NSGA-III,0.7920894013059729
660,Economic efficiency,A-NSGA-III,0.79291309710117
670,Economic efficiency,A-NSGA-III,0.793651789693692
680,Economic efficiency,A-NSGA-III,0.7943140998746585
690,Economic efficiency,A-NSGA-III,0.7949078041376562
700,Economic efficiency,A-NSGA-III,0.7954399113751672
710,Economic efficiency,A-NSGA-III,0.7959167338301065
720,Economic efficiency,A-NSGA-III,0.7963439524688094
730,Economic efficiency,A-NSGA-III,0.7967266770047656
740,Economic efficiency,A-NSGA-III,0.7970695008445549
750,Economic efficiency,A-NSGA-III,0.7973765512533164
760,Economic efficiency,A-NSGA-III,0.7976515350503873
770,Economic efficiency,A-NSGA-III,0.7978977801494778
780,Economic efficiency,A-NSGA-III,0.7981182732543602
790,Economic efficiency,A-NSGA-III,0.7983156940124858
800,Economic efficiency,A-NSGA-III,0.7984924459167256
810,Economic efficiency,A-NSGA-III,0.798650684230814
820,Economic efficiency,A-NSGA-III,0.7987923411979525
830,Economic efficiency,A-NSGA-III,0.7989191487751494
840,Economic efficiency,A-NSGA-III,0.7990326591187683
850,Economic efficiency,A-NSGA-III,0.7991342630298282
860,Economic efficiency,A-NSGA-III,0.7992252065511385
870,Economic efficiency,A-NSGA-III,0.7993066058925593
880,Economic efficiency,A-NSGA-III,0.799379460845686
890,Economic efficiency,A-NSGA-III,0.7994446668351533
900,Economic efficiency,A-NSGA-III,0.7995030257405716
910,Economic efficiency,A-NSGA-III,0.7995552556108589
920,Economic efficiency,A-NSGA-III,0.7996019993814151
930,Economic efficiency,A-NSGA-III,0.7996438326941621
940,Economic efficiency,A-NSGA-III,0.7996812709109092
950,Economic efficiency,A-NSGA-III,0.7997147754017634
960,Economic efficiency,A-NSGA-III,0.7997447591823217
970,Economic efficiency,A-NSGA-III,0.7997715919661296
980,Economic efficiency,A-NSGA-III,0.7997956046922912
990,Economic efficiency,A-NSGA-III,0.7998170935821362
1000,Economic efficiency,A-NSGA-III,0.799836323773441
0,Economic efficiency,NSGA-III,0.13379261289696456
10,Economic efficiency,NSGA-III,0.1384718178314775
20,Economic efficiency,NSGA-III,0.14351676320744589
30,Economic efficiency,NSGA-III,0.14894869905388694
40,Economic efficiency,NSGA-III,0.15478881703778263
50,Economic efficiency,NSGA-III,0.16105798697503992
60,Economic efficiency,NSGA-III,0.1677764523949274
70,Economic efficiency,NSGA-III,0.1749634847233969
80,Economic efficiency,NSGA-III,0.1826369970399721
90,Economic efficiency,NSGA-III,0.19081312007757872
100,Economic efficiency,NSGA-III,0.19950574516729447
110,Economic efficiency,NSGA-III,0.2087260411464107
120,Economic efficiency,NSGA-III,0.21848195478150917
130,Economic efficiency,NSGA-III,0.2287777069037229
140,Economic efficiency,NSGA-III,0.2396132990659245
150,Economic efficiency,NSGA-III,0.2509840479271706
160,Economic efficiency,NSGA-III,0.2628801665315967
170,Economic efficiency,NSGA-III,0.2752864129401018
180,Economic efficiency,NSGA-III,0.2881818270551737
190,Economic efficiency,NSGA-III,0.3015395757368719
200,Economic efficiency,NSGA-III,0.3153269242779637
210,Economic efficiency,NSGA-III,0.32950534890671396
220,Economic efficiency,NSGA-III,0.3440308002431303
230,Economic efficiency,NSGA-III,0.35885412170146336
240,Economic efficiency,NSGA-III,0.3739216199939264
250,Economic efficiency,NSGA-III,0.3891757775558064
260,Economic efficiency,NSGA-III,0.40455608938276544
270,Economic efficiency,NSGA-III,0.42000000000000004
280,Economic efficiency,NSGA-III,0.43544391061723464
290,Economic efficiency,NSGA-III,0.4508242224441937
300,Economic efficiency,NSGA-III,0.46607838000607366
310,Economic efficiency,NSGA-III,0.4811458782985367
320,Economic efficiency,NSGA-III,0.4959691997568698
330,Economic efficiency,NSGA-III,0.5104946510932861
340,Economic efficiency,NSGA-III,0.5246730757220363
350,Economic efficiency,NSGA-III,0.5384604242631281
360,Economic efficiency,NSGA-III,0.5518181729448264
370,Economic efficiency,NSGA-III,0.5647135870598982
380,Economic efficiency,NSGA-III,0.5771198334684033
390,Economic efficiency,NSGA-III,0.5890159520728293
400,Economic efficiency,NSGA-III,0.6003867009340754
410,Economic efficiency,NSGA-III,0.6112222930962771
420,Economic efficiency,NSGA-III,0.6215180452184909
430,Economic efficiency,NSGA-III,0.6312739588535893
440,Economic efficiency,NSGA-III,0.6404942548327055
450,Economic efficiency,NSGA-III,0.6491868799224212
460,Economic efficiency,NSGA-III,0.6573630029600279
470,Economic efficiency,NSGA-III,0.6650365152766031
480,Economic efficiency,NSGA-III,0.6722235476050726
490,Economic efficiency,NSGA-III,0.67894201302496
500,Economic efficiency,NSGA-III,0.6852111829622174
510,Economic efficiency,NSGA-III,0.6910513009461131
520,Economic efficiency,NSGA-III,0.6964832367925541
530,Economic efficiency,NSGA-III,0.7015281821685225
540,Economic efficiency,NSGA-III,0.7062073871030354
550,Economic efficiency,NSGA-III,0.7105419359337378
560,Economic efficiency,NSGA-III,0.7145525603886927
570,Economic efficiency,NSGA-III,0.7182594869656254
580,Economic efficiency,NSGA-III,0.7216823154473837
590,Economic efficiency,NSGA-III,0.724839925243782
600,Economic efficiency,NSGA-III,0.7277504062392547
610,Economic efficiency,NSGA-III,0.7304310109192582
620,Economic efficiency,NSGA-III,0.7328981247167949
630,Economic efficiency,NSGA-III,0.7351672517390244
640,Economic efficiency,NSGA-III,0.7372530132825196
650,Economic efficiency,NSGA-III,0.7391691568082824
660,Economic efficiency,NSGA-III,0.7409285733119915
670,Economic efficiency,NSGA-III,0.7425433212821176
680,Economic efficiency,NSGA-III,0.7440246556822842
690,Economic efficiency,NSGA-III,0.745383060620477
700,Economic efficiency,NSGA-III,0.7466282845741391
710,Economic efficiency,NSGA-III,0.7477693772257777
720,Economic efficiency,NSGA-III,0.7488147271284759
730,Economic efficiency,NSGA-III,0.7497720995652982
740,Economic efficiency,NSGA-III,0.7506486740921775
750,Economic efficiency,NSGA-III,0.7514510813618736
760,Economic efficiency,NSGA-III,0.7521854389186445
770,Economic efficiency,NSGA-III,0.752857385730966
780,Economic efficiency,NSGA-III,0.7534721152946424
790,Economic efficiency,NSGA-III,0.7540344071925037
800,Economic efficiency,NSGA-III,0.7545486570410574
810,Economic efficiency,NSGA-III,0.7550189047902885
820,Economic efficiency,NSGA-III,0.7554488613714864
830,Economic efficiency,NSGA-III,0.7558419337106205
840,Economic efficiency,NSGA-III,0.7562012481423223
850,Economic efficiency,NSGA-III,0.7565296722728122
860,Economic efficiency,NSGA-III,0.7568298353498595
870,Economic efficiency,NSGA-III,0.7571041472047012
880,Economic efficiency,NSGA-III,0.7573548158353189
890,Economic efficiency,NSGA-III,0.7575838637030228
900,Economic efficiency,NSGA-III,0.7577931428153183
910,Economic efficiency,NSGA-III,0.7579843486678454
920,Economic efficiency,NSGA-III,0.7581590331170595
930,Economic efficiency,NSGA-III,0.7583186162534884
940,Economic efficiency,NSGA-III,0.7584643973430293
950,Economic efficiency,NSGA-III,0.7585975649010162
960,Economic efficiency,NSGA-III,0.7587192059607767
970,Economic efficiency,NSGA-III,0.758830314595251
980,Economic efficiency,NSGA-III,0.7589317997470009
990,Economic efficiency,NSGA-III,0.7590244924186953
1000,Economic efficiency,NSGA-III,0.75910915227293
0,Economic efficiency,NSGA-II,0.1303878160080233
10,Economic efficiency,NSGA-II,0.13353525273098457
20,Economic efficiency,NSGA-II,0.13685777879822053
30,Economic efficiency,NSGA-II,0.14036240847447318
40,Economic efficiency,NSGA-II,0.14405609232457334
50,Economic efficiency,NSGA-II,0.14794566555260702
60,Economic efficiency,NSGA-II,0.15203779093406733
70,Economic efficiency,NSGA-II,0.15633889634472198
80,Economic efficiency,NSGA-II,0.16085510699327804
90,Economic efficiency,NSGA-II,0.16559217258521297
100,Economic efficiency,NSGA-II,0.17055538978212165
110,Economic efficiency,NSGA-II,0.17574952047366305
120,Economic efficiency,NSGA-II,0.18117870654588208
130,Economic efficiency,NSGA-II,0.18684638200757253
140,Economic efficiency,NSGA-II,0.19275518352160842
150,Economic efficiency,NSGA-II,0.19890686057584564
160,Economic efficiency,NSGA-II,0.20530218671218903
170,Economic efficiency,NSGA-II,0.21194087340555995
180,Economic efficiency,NSGA-II,0.2188214883386696
190,Economic efficiency,NSGA-II,0.22594137994488794
200,Economic efficiency,NSGA-II,0.23329661018089726
210,Economic efficiency,NSGA-II,0.24088189753408823
220,Economic efficiency,NSGA-II,0.24869057225821745
230,Economic efficiency,NSGA-II,0.25671454575726094
240,Economic efficiency,NSGA-II,0.2649442958960111
250,Economic efficiency,NSGA-II,0.27336886980348424
260,Economic efficiency,NSGA-II,0.2819759054512966
270,Economic efficiency,NSGA-II,0.29075167293688176
280,Economic efficiency,NSGA-II,0.29968113598749685
290,Economic efficiency,NSGA-II,0.30874803373590237
300,Economic efficiency,NSGA-II,0.31793498231648065
310,Economic efficiency,NSGA-II,0.3272235953085997
320,Economic efficiency,NSGA-II,0.3365946215318877
330,Economic efficiency,NSGA-II,0.3460280981968552
340,Economic efficiency,NSGA-II,0.35550351695543553
350,Economic efficiency,NSGA-II,0.36500000000000005
360,Economic efficiency,NSGA-II,0.37449648304456457
370,Economic efficiency,NSGA-II,0.3839719018031449
380,Economic efficiency,NSGA-II,0.39340537846811247
390,Economic efficiency,NSGA-II,0.4027764046914004
400,Economic efficiency,NSGA-II,0.41206501768351944
410,Economic efficiency,NSGA-II,0.42125196626409767
420,Economic efficiency,NSGA-II,0.4303188640125033
430,Economic efficiency,NSGA-II,0.4392483270631183
440,Economic efficiency,NSGA-II,0.44802409454870346
450,Economic efficiency,NSGA-II,0.45663113019651586
460,Economic efficiency,NSGA-II,0.465055704103989
470,Economic efficiency,NSGA-II,0.47328545424273916
480,Economic efficiency,NSGA-II,0.4813094277417827
490,Economic efficiency,NSGA-II,0.48911810246591186
500,Economic efficiency,NSGA-II,0.49670338981910284
510,Economic efficiency,NSGA-II,0.5040586200551121
520,Economic efficiency,NSGA-II,0.5111785116613304
530,Economic efficiency,NSGA-II,0.5180591265944401
540,Economic efficiency,NSGA-II,0.5246978132878111
550,Economic efficiency,NSGA-II,0.5310931394241545
560,Economic efficiency,NSGA-II,0.5372448164783916
570,Economic efficiency,NSGA-II,0.5431536179924275
580,Economic efficiency,NSGA-II,0.5488212934541179
590,Economic efficiency,NSGA-II,0.554250479526337
600,Economic efficiency,NSGA-II,0.5594446102178784
610,Economic efficiency,NSGA-II,0.5644078274147871
620,Economic efficiency,NSGA-II,0.569144893006722
630,Economic efficiency,NSGA-II,0.5736611036552781
640,Economic efficiency,NSGA-II,0.5779622090659328
650,Economic efficiency,NSGA-II,0.582054334447393
660,Economic efficiency,NSGA-II,0.5859439076754267
670,Economic efficiency,NSGA-II,0.5896375915255269
680,Economic efficiency,NSGA-II,0.5931422212017795
690,Economic efficiency,NSGA-II,0.5964647472690155
700,Economic efficiency,NSGA-II,0.5996121839919768
710,Economic efficiency,NSGA-II,0.6025915629984643
720,Economic efficiency,NSGA-II,0.6054098921124832
730,Economic efficiency,NSGA-II,0.6080741191471531
740,Economic efficiency,NSGA-II,0.6105911004042924
750,Economic efficiency,NSGA-II,0.6129675735966615
760,Economic efficiency,NSGA-II,0.6152101348883946
770,Economic efficiency,NSGA-II,0.6173252197376449
780,Economic efficiency,NSGA-II,0.6193190872215392
790,Economic efficiency,NSGA-II,0.6211978075258143
800,Economic efficiency,NSGA-II,0.622967252288787
810,Economic efficiency,NSGA-II,0.6246330875004964
820,Economic efficiency,NSGA-II,0.6262007686719783
830,Economic efficiency,NSGA-II,0.6276755380058444
840,Economic efficiency,NSGA-II,0.6290624233169431
850,Economic efficiency,NSGA-II,0.6303662384702597
860,Economic efficiency,NSGA-II,0.6315915851218832
870,Economic efficiency,NSGA-II,0.6327428555674383
880,Economic efficiency,NSGA-II,0.6338242365205227
890,Economic efficiency,NSGA-II,0.6348397136611864
900,Economic efficiency,NSGA-II,0.635793076811145
910,Economic efficiency,NSGA-II,0.6366879256081232
920,Economic efficiency,NSGA-II,0.6375276755664057
930,Economic efficiency,NSGA-II,0.6383155644242705
940,Economic efficiency,NSGA-II,0.6390546586914988
950,Economic efficiency,NSGA-II,0.6397478603216078
960,Economic efficiency,NSGA-II,0.6403979134438509
970,Economic efficiency,NSGA-II,0.6410074110994324
980,Economic efficiency,NSGA-II,0.6415788019348344
990,Economic efficiency,NSGA-II,0.6421143968127081
1000,Economic efficiency,NSGA-II,0.6426163753075034
0,Ecological security,IA-NSGA-III,0.14195749062340635
10,Ecological security,IA-NSGA-III,0.14978952561954406
20,Ecological security,IA-NSGA-III,0.158521005828278
30,Ecological security,IA-NSGA-III,0.16823152961151566
40,Ecological security,IA-NSGA-III,0.1790016471427548
50,Ecological security,IA-NSGA-III,0.1909111324881184
60,Ecological security,IA-NSGA-III,0.20403683207350293
70,Ecological security,IA-NSGA-III,0.2184500760915199
80,Ecological security,IA-NSGA-III,0.2342136670994414
90,Ecological security,IA-NSGA-III,0.25137849724634054
100,Ecological security,IA-NSGA-III,0.26997989167343617
110,Ecological security,IA-NSGA-III,0.2900338283926175
120,Ecological security,IA-NSGA-III,0.31153323997582555
130,Ecological security,IA-NSGA-III,0.3344446530030901
140,Ecological security,IA-NSGA-III,0.3587054587518253
150,Ecological security,IA-NSGA-III,0.38422212335226885
160,Ecological security,IA-NSGA-III,0.41086962846834135
170,Ecological security,IA-NSGA-III,0.4384923781571186
180,Ecological security,IA-NSGA-III,0.4669067126771338
190,Ecological security,IA-NSGA-III,0.4959050413084194
200,Ecological security,IA-NSGA-III,0.5252614568040201
210,Ecological security,IA-NSGA-III,0.5547385431959798
220,Ecological security,IA-NSGA-III,0.5840949586915807
230,Ecological security,IA-NSGA-III,0.6130932873228662
240,Ecological security,IA-NSGA-III,0.6415076218428815
250,Ecological security,IA-NSGA-III,0.6691303715316587
260,Ecological security,IA-NSGA-III,0.6957778766477312
270,Ecological security,IA-NSGA-III,0.7212945412481747
280,Ecological security,IA-NSGA-III,0.7455553469969098
290,Ecological security,IA-NSGA-III,0.7684667600241745
300,Ecological security,IA-NSGA-III,0.7899661716073825
310,Ecological security,IA-NSGA-III,0.8100201083265638
320,Ecological security,IA-NSGA-III,0.8286215027536594
330,Ecological security,IA-NSGA-III,0.8457863329005586
340,Ecological security,IA-NSGA-III,0.8615499239084802
350,Ecological security,IA-NSGA-III,0.8759631679264972
360,Ecological security,IA-NSGA-III,0.8890888675118817
370,Ecological security,IA-NSGA-III,0.9009983528572452
380,Ecological security,IA-NSGA-III,0.9117684703884843
390,Ecological security,IA-NSGA-III,0.921478994171722
400,Ecological security,IA-NSGA-III,0.930210474380456
410,Ecological security,IA-NSGA-III,0.9380425093765936
420,Ecological security,IA-NSGA-III,0.9450524091502803
430,Ecological security,IA-NSGA-III,0.9513142066621645
440,Ecological security,IA-NSGA-III,0.9568979684708859
450,Ecological security,IA-NSGA-III,0.9618693553331089
460,Ecological security,IA-NSGA-III,0.9662893858196643
470,Ecological security,IA-NSGA-III,0.9702143602292279
480,Ecological security,IA-NSGA-III,0.9736959072951837
490,Ecological security,IA-NSGA-III,0.9767811217148265
